Title,Subject,Author
Send for a Superhero!,"Juvenile fiction,Bedtime,Superheroes,Fiction,Children's fiction,Picture books,Adventure and adventurers, fiction,Cartoons and comics,Fantasy fiction","[{'key': '/authors/OL457168A', 'name': 'Michael Rosen'}]"
Peppa Pig and the Lost Christmas List,"Correspondence,Letters,Picture books,Juvenile fiction,Christmas stories,Fiction,Pigs,Swine,Children's fiction,Pigs, fiction,Santa claus, fiction,Animals, fiction","[{'key': '/authors/OL3514355A', 'name': 'Candlewick Press'}]"
I love Grandpa,"Frogs,Juvenile fiction,Grandparent and child,Fiction,Love,Grandparent-grandchild relationahip,Grandfathers,Picture books,Grandparents,Children's fiction,Grandparents, fiction","[{'key': '/authors/OL219375A', 'name': 'Lizi Boyd'}]"
The Patterson puppies and the midnight monster party,"Monsters,Brothers and sisters,Fiction,Fear of the dark,Bedtime,Dogs,Juvenile fiction,Picture books,Children's fiction,Monsters, fiction,Bedtime, fiction,Brothers and sisters, fiction,Dogs, fiction,Fear, fiction","[{'key': '/authors/OL631336A', 'name': 'Leslie Patricelli'}]"
Vamos a leer (Read to Me--Spanish edition),"Children's poetry,Nursery rhymes,Picture books,Poetry","[{'key': '/authors/OL406771A', 'name': 'Judi Moreillon'}]"
"Pussycat, Pussycat","Nursery rhymes,Children's poetry,Cats, poetry,Picture books","[{'key': '/authors/OL7984813A', 'name': 'Donovan Bixley'}]"
Mr. Waldorf Travels to the Huge Russia the Spectacular World of Waldorf,"Children's fiction,Picture books","[{'key': '/authors/OL9319752A', 'name': 'Beth Ann Stifflemire'}, {'key': '/authors/OL3649844A', 'name': 'Barbara Terry'}]"
Noisy Pets Peekaboo!,"Domestic animals,Domestic animals, juvenile literature,Picture books,Toy and movable books","[{'key': '/authors/OL10223890A', 'name': 'Dorling Kindersley Publishing Staff'}]"
Jemima Pop-Up Tale,"Toy and movable books,Picture books","[{'key': '/authors/OL32541A', 'name': 'Beatrix Potter'}]"
Otto Goes to School,"Children's fiction,Picture books,First day of school, fiction","[{'key': '/authors/OL29883A', 'name': 'Todd Parr'}]"
Emoji : Laughing Crying,"Children's fiction,Picture books","[{'key': '/authors/OL2658682A', 'name': 'Puffin'}]"
Quacky Duck Touch and Squeak (Squeaky Bath Books),"Picture books for children,Picture books,Toy and movable books,Ducks, fiction","[{'key': '/authors/OL2796164A', 'name': 'Ladybird'}]"
Wiggly Worms,"Picture books for children,Picture books,Worms, fiction","[{'key': '/authors/OL2796164A', 'name': 'Ladybird'}, {'key': '/authors/OL2796074A', 'name': 'Ladybird Books'}]"
Incy wincy spider,"English Nursery rhymes,Early Years,Picture Books,Nursery rhymes,Children's poetry","[{'key': '/authors/OL3096642A', 'name': 'Belinda Gallagher'}]"
First Steps Numbers,"Toy and movable books,Picture books","[{'key': '/authors/OL2796164A', 'name': 'Ladybird'}]"
Best of friends,"Juvenile fiction,Pictorial works,Children's fiction,Snoopy (fictitious character), fiction,Brown, charlie (fictitious character), fiction,Picture books","[{'key': '/authors/OL2751472A', 'name': 'Charles M. Schulz'}]"
Little Library,"Snoopy (fictitious character), fiction,Picture books,Children's fiction","[{'key': '/authors/OL10658314A', 'name': 'Charles M. Schulz'}]"
On the Wing,"Children's poetry, American,Poetry,Juvenile poetry,Birds,Birds, juvenile literature,Picture books","[{'key': '/authors/OL1081535A', 'name': 'David Elliott'}]"
500 Stickers,"Jungles,Student activities,Creative activities and seat work,Picture books","[{'key': '/authors/OL8031620A', 'name': 'Ladybird Books Staff'}]"
We Completely Must Go to London,"Children's fiction,London (england), fiction,Picture books","[{'key': '/authors/OL19111A', 'name': 'Lauren Child'}]"
Five little ducks,"English Nursery rhymes,Early Years,Picture Books,Nursery rhymes,Children's poetry","[{'key': '/authors/OL3096642A', 'name': 'Belinda Gallagher'}]"
Toot! Toot!,"Children's fiction,Picture books","[{'key': '/authors/OL8031620A', 'name': 'Ladybird Books Staff'}]"
Edgar Gets Ready for Bed Board Book,"Children's fiction,Picture books,Toy and movable books","[{'key': '/authors/OL1430111A', 'name': 'Jennifer Adams'}, {'key': '/authors/OL8066828A', 'name': 'Ron Stucki'}]"
Moomin and the Wishing Star,"Children's fiction,Picture books","[{'key': '/authors/OL7833745A', 'name': 'Tove Jansson'}]"
Horrible Hippos,"Picture books for children,Picture books,Hippopotamus, fiction","[{'key': '/authors/OL2796164A', 'name': 'Ladybird'}, {'key': '/authors/OL2796074A', 'name': 'Ladybird Books'}]"
Wild animals,"Animals,Animals, juvenile literature,Picture books","[{'key': '/authors/OL893500A', 'name': 'William Stobbs'}]"
Pirate Post a Swashbuckling Tale with Real Mail,"Children's fiction,Toy and movable books,Picture books","[{'key': '/authors/OL2796164A', 'name': 'Ladybird'}]"
The dinosaur that pooped a planet,"Dinosaurs,Stories for children,Dinosaur (Fictitious character : Fletcher),Danny (Fictitious character : Fletcher),Juvenile fiction,Pictorial works,Children's fiction,Dinosaurs, fiction,Picture books","[{'key': '/authors/OL7512765A', 'name': 'Tom Fletcher'}]"
Furry Bunny Touch and Shake (Padded Cloth Books),"Picture books for children,Picture books,Toy and movable books,Rabbits, fiction","[{'key': '/authors/OL2796164A', 'name': 'Ladybird'}]"
First Steps First Writing (Learning at Home Wipe Clean),"Writing,Picture books for children,Picture books","[{'key': '/authors/OL2796164A', 'name': 'Ladybird'}]"
Sharing Is Caring,"Vocabulary,Vocabulary, juvenile literature,Sharing,Friendship,Friendship, juvenile literature,Picture books,Toy and movable books","[{'key': '/authors/OL10223890A', 'name': 'Dorling Kindersley Publishing Staff'}]"
Encyclopedia of Sharks,"Sharks,Sharks, juvenile literature,Picture books","[{'key': '/authors/OL3139272A', 'name': 'Miles Kelly Publishing'}]"
Goldilocks and the Three Bears,"Fairy tales,Children's fiction,Picture books","[{'key': '/authors/OL19111A', 'name': 'Lauren Child'}]"
Ladybird First Fabulous Facts Dinosaurs Sticker Book,"Dinosaurs,Dinosaurs, juvenile literature,Picture books","[{'key': '/authors/OL2796164A', 'name': 'Ladybird'}]"
Snow day,"Picture books,Juvenile fiction,Snow,Fiction","[{'key': '/authors/OL25158A', 'name': 'Lynn Plourde'}]"
Christmas adventure,"Ben (Fictitious character),Juvenile fiction,Holly (Fictitious character),Princesses,Elves,Children's fiction,Christmas, fiction,Picture books","[{'key': '/authors/OL395429A', 'name': 'Sue Nicholson'}]"
Tummy Time,"Children's fiction,Toy and movable books,Picture books","[{'key': '/authors/OL2793649A', 'name': 'BBC'}]"
Freddy Bear and New Faces,"Children's fiction,Picture books","[{'key': '/authors/OL10222446A', 'name': 'Joy Cowley'}, {'key': '/authors/OL2932934A', 'name': 'Philip Webb'}]"
Freddy Bear and Blanky,"Children's fiction,Bears, fiction,Stories in rhyme,Picture books","[{'key': '/authors/OL10222446A', 'name': 'Joy Cowley'}, {'key': '/authors/OL2932934A', 'name': 'Philip Webb'}]"
Topsy and Tim Have Itchy Heads,"Picture books,Children's fiction","[{'key': '/authors/OL2122216A', 'name': 'Jean Adamson'}, {'key': '/authors/OL2119902A', 'name': 'Gareth Adamson'}]"
Sleeping Beauty,"Picture books for children,Fairy tales,Picture books","[{'key': '/authors/OL161317A', 'name': 'Walt Disney Productions'}]"
Po's Opposites,"Teletubbies (fictitious characters), fiction,Polarity, fiction,Picture books,Children's fiction","[{'key': '/authors/OL8031086A', 'name': 'British Broadcasting Corporation Staff'}]"
"Zips, Buttons and Bows","Toy and movable books,Picture books,Children's fiction","[{'key': '/authors/OL8031086A', 'name': 'British Broadcasting Corporation Staff'}, {'key': '/authors/OL10842459A', 'name': 'Jenny Grinstead'}]"
Round and Round,"Size perception, juvenile literature,Size and shape,Picture books for children,Picture books","[{'key': '/authors/OL8031620A', 'name': 'Ladybird Books Staff'}]"
Archie's New Home,"Picture books,Children's stories","[{'key': '/authors/OL8031620A', 'name': 'Ladybird Books Staff'}]"
Frank's Great Idea,"Picture books,Children's stories","[{'key': '/authors/OL8031620A', 'name': 'Ladybird Books Staff'}]"
In a Little While,"Mother and child,Fiction,Hospitals,Wolves,Mother and child, fiction,Picture books,Children's fiction","[{'key': '/authors/OL2645188A', 'name': 'Charlotte Hudson'}]"
Snow White,"Children's fiction,Picture books","[{'key': '/authors/OL7517119A', 'name': 'Walt Disney Productions Staff'}]"
L Anml Tk-Alg Lib-Pict,"Picture books,Picture books for children","[{'key': '/authors/OL2687070A', 'name': 'Judy Spangenberg'}]"
Hit or Myth,"Animals, pictorial works,Picture books,Children's fiction","[{'key': '/authors/OL2133152A', 'name': 'James Riddell'}]"
"Lucy and Tom's 1, 2, 3 and ABC","Lucy (Fictitious character : Wordsworth),Pictorial works,Juvenile fiction,Tom (Fictitious character),Counting,English language,Alphabet,Children's stories,English language, alphabet, juvenile literature,Alphabet books,Counting books,Picture books for children,Picture books","[{'key': '/authors/OL28522A', 'name': 'Shirley Hughes'}]"
First Picture Book,"Picture books,Picture books for children","[{'key': '/authors/OL2673697A', 'name': 'Mary S. Dr Calderone'}]"
The little chick,"Chickens,Domestic animals,Fiction,Juvenile fiction,Picture books for children,Picture books","[{'key': '/authors/OL25630A', 'name': 'Lisa McCue'}]"
Kate Visits the Doctor,"Picture books,Children's fiction,Hygiene, fiction","[{'key': '/authors/OL1001580A', 'name': 'Nigel Snell'}]"
It's Xmas!bk&doll Pkg,"Children's fiction,Picture books","[{'key': '/authors/OL1002482A', 'name': 'Ruth J. Morehead'}]"
"Get up and go, little dinosaur","Picture books,Picture books for children","[{'key': '/authors/OL481200A', 'name': 'Norman Gorbaty'}]"
GRANDMA AND ME,"Picture books for children,Picture books,Grandparents","[{'key': '/authors/OL32080A', 'name': 'Maryann Cocca-Leffler'}]"
Faces,"Picture books for children,Picture books","[{'key': '/authors/OL8031620A', 'name': 'Ladybird Books Staff'}]"
Midnight at the oasis,"Picture books,Children's fiction,Deserts, fiction","[{'key': '/authors/OL298219A', 'name': 'Angela McAllister'}]"
First Cot Book (First Focus),"Infants,Infants, juvenile literature,Picture books","[{'key': '/authors/OL3456928A', 'name': 'Andy Everitt-Stewart'}]"
Words and pictures,"Family life,Fiction,Vocabulary,Picture books for children,Picture books","[{'key': '/authors/OL777329A', 'name': 'Siobhan Dodd'}]"
Spot's Bath,"Children's fiction,Dogs, fiction,Baths, fiction,Picture books","[{'key': '/authors/OL2802328A', 'name': 'Eric Hill'}]"
Enchanted Garden,"Picture books for children,Picture books,Fairies","[{'key': '/authors/OL2797680A', 'name': 'Cicely Mary Barker'}]"
Topsy and Tim Go on a Train,"Picture books,Railroads, fiction,Children's fiction","[{'key': '/authors/OL2122216A', 'name': 'Jean Adamson'}, {'key': '/authors/OL2119902A', 'name': 'Gareth Adamson'}]"
The Garden Gang at Home Colouring Book,"Children's fiction,Picture books","[{'key': '/authors/OL2796137A', 'name': 'Jayne Fisher'}]"
Say the E Sounds,"English language, alphabet, juvenile literature,Alphabet books,Picture books for children,Picture books","[{'key': '/authors/OL3148411A', 'name': 'Claire Llewellyn     '}]"
Sounds And Pictures Say The A Sounds,"English language, juvenile literature,Picture books for children,Alphabet books,Picture books","[{'key': '/authors/OL3513866A', 'name': 'Claire Lewellyn'}]"
"Let's Go, Froggy!","Children's fiction,Frogs, fiction,Picture books","[{'key': '/authors/OL19943A', 'name': 'Jonathan London'}]"
Big Sticker Road Sticker Book,"Garages,Picture books for children,Picture books","[{'key': '/authors/OL9200741A', 'name': 'Justine Williams'}, {'key': '/authors/OL8031620A', 'name': 'Ladybird Books Staff'}]"
The Apple-Pip Princess,"Kings and rulers,Juvenile fiction,Princesses,Fiction,Fairy tales,Apples,Seeds,Kings, queens, rulers,Children's fiction,Princesses, fiction,Food, fiction,Kings, queens, rulers, etc., fiction,Picture books","[{'key': '/authors/OL384276A', 'name': 'Jane Ray'}]"
20 Big Trucks in the Middle of the Street,"Stories in rhyme,Juvenile fiction,Counting,Trucks,Children's stories,Picture books for children,Child and youth fiction,Children's fiction,Trucks, fiction,Counting books,Picture books","[{'key': '/authors/OL923858A', 'name': 'Lee, Mark'}]"
Shopping,"Mice,Elephants,Shopping,Fiction,Picture books for children,Picture books,Children's fiction","[{'key': '/authors/OL339980A', 'name': 'Pierre Pratt'}]"
Looney Love,"Toy and movable books,Picture books","[{'key': '/authors/OL2834649A', 'name': 'Warner Bros'}]"
La Ropa de Beb (Baby's Clothes),"Prendas de vestir,Vocabulary,Vocabulario,Clothing and dress,Literatura juvenil,Babies,Infants,Bebes,Juvenile literature,Lactantes,Picture books for children,Picture books","[{'key': '/authors/OL623627A', 'name': 'Neil Ricklen'}]"
Wheres Tabby Cat?,"Children's fiction,Cats, fiction,Picture books for children,Picture books","[{'key': '/authors/OL10796317A', 'name': 'Phyllis Root'}]"
Stories for eight-year-olds,"Tales,Fairy tales,Short stories,Children's stories,Folklore,Children's fiction,Picture books","[{'key': '/authors/OL791435A', 'name': 'Sara Corrin'}, {'key': '/authors/OL1173993A', 'name': 'Stephen Corrin'}, {'key': '/authors/OL28522A', 'name': 'Shirley Hughes'}]"
Dolphin baby!,"Dolphins,Juvenile fiction,Fiction,Animals,Infancy,Juvenile literature,Animal babies,Picture books for children,Picture books,Pictorial works,Children's fiction,Dolphins, fiction,Animals, infancy, fiction","[{'key': '/authors/OL2732818A', 'name': 'Nicola Davies'}]"
"Peck, peck, peck","Stories in rhyme,Juvenile fiction,Woodpeckers,Fiction,Children's fiction,Birds, fiction,Picture books","[{'key': '/authors/OL20521A', 'name': 'Lucy Cousins'}]"
Sock Monkey takes a bath,"Hygiene,Awards,Picture books,Toys,Actors,Juvenile literature,Monkeys,Children's fiction,Hygiene, fiction,Toys, fiction,Monkeys, fiction","[{'key': '/authors/OL1516305A', 'name': 'Cece Bell'}]"
Old MacDonald had a farm,"Animal sounds,Juvenile fiction,Farms,Domestic animals,Children's fiction,Domestic animals, fiction,Picture books","[{'key': '/authors/OL7608441A', 'name': 'Yu-Hsuan Huang'}]"
Itty Bitty Kitty makes a big splash,"Swimming pools,Juvenile fiction,Fiction,Hotels, motels,Cats,Children's fiction,Cats, fiction,Swimming, fiction,Hotels, motels, etc., fiction,Picture books","[{'key': '/authors/OL446517A', 'name': 'Robert Keeshan'}]"
A Is for Artichoke,"Food,Food, juvenile literature,Toy and movable books,Picture books","[{'key': '/authors/OL8105610A', 'name': ""America's Test Kitchen Kids Staff""}, {'key': '/authors/OL7532933A', 'name': 'Maddie Frost'}]"
The weather girls,"Seasons,Juvenile fiction,Weather,Girls,Stories in rhyme,Children's fiction,Weather, fiction,Picture books","[{'key': '/authors/OL3966721A', 'name': 'Aki'}]"
The Pout-Pout Fish look-and-find book,"Fishes,Juvenile fiction,Animals,Concepts,Children's fiction,Fishes, fiction,Friendship, fiction,Picture books","[{'key': '/authors/OL3497981A', 'name': 'Deborah Diesen'}]"
Coding in Transportation,"Transportation, juvenile literature,Transportation,Computer programming,Computer programming, juvenile literature,Automobiles,Automobiles, juvenile literature,Picture books","[{'key': '/authors/OL7408730A', 'name': 'Elizabeth Noll'}]"
Spot goes shopping,"Shopping,Picture books,JUVENILE FICTION / Animals / Dogs,Board books,Fiction,JUVENILE FICTION / Classics,Dogs,JUVENILE FICTION / Health & Daily Living / Daily Activities,Children's fiction,Shopping, fiction,Dogs, fiction","[{'key': '/authors/OL33835A', 'name': 'Eric Hill'}]"
The Berenstain Bears Stand Up To Bullying,"Children's fiction,Berenstain bears (fictitious characters), fiction,Bullying, fiction,Picture books","[{'key': '/authors/OL2629953A', 'name': 'Mike Berenstain'}]"
Cheetah can't lose,"Winning and losing,Humorous stories,Animals,Cheetahs,Infancy,Racing,Fiction,Cats,picture books,juvenile literature,Juvenile fiction,Cheetah,Children's fiction,Cats, fiction,Animals, fiction,Winning and losing, fiction","[{'key': '/authors/OL3265038A', 'name': 'Bob Shea'}]"
The Secret Of Whale Island,"Comic books, strips,Whales,Juvenile fiction,Thea Stilton (Fictitious character),Mice,Killer whale,Fiction,Children's fiction,Cartoons and comics,Picture books","[{'key': '/authors/OL2703408A', 'name': 'Elisabetta Dami'}]"
"Richard Scarry's Busy, Busy World","Children's fiction,Picture books","[{'key': '/authors/OL7983937A', 'name': 'Richard Scarry'}]"
Spaceships and rockets,"Space ships,Juvenile literature,Space vehicles,Space flight,Picture books,Rockets (aeronautics),Rockets (aeronautics), juvenile literature","[{'key': '/authors/OL1516036A', 'name': 'Deborah Lock'}]"
Little kids first big book of the rain forest,"Rain forests,Juvenile literature,Rain forests, juvenile literature,Forest animals,Animals, juvenile literature,Picture books,Rain forest ecology","[{'key': '/authors/OL1429781A', 'name': 'Moira Rose Donohue'}]"
Little Concepts : ABC Shapes,"Size and shape,Size perception, juvenile literature,Alphabet books,English language, alphabet, juvenile literature,Picture books,Toy and movable books","[{'key': '/authors/OL7454524A', 'name': 'Ingela P. Arrhenius'}]"
World of literature,"Creative activities and seat work,Children,Books and reading,Picture books","[{'key': '/authors/OL1608372A', 'name': 'Cynthia G. Adams'}]"
Where's Al?,"Dogs,Picture books,Folklore,Fiction,Children's fiction,Dogs, fiction","[{'key': '/authors/OL342696A', 'name': 'Byron Barton'}]"
Dog parade,"Fiction,Parades,Dogs,Picture books,Juvenile fiction,Picture books for children,Children's fiction,Dogs, fiction","[{'key': '/authors/OL38907A', 'name': 'Barbara M. Joosse'}]"
Where I Belong,"Children's fiction,Picture books","[{'key': '/authors/OL2462206A', 'name': 'Linda Kranz'}]"
Charlie Chick Finds an Egg,"Toy and movable books,Picture books,Children's fiction","[{'key': '/authors/OL67797A', 'name': 'Nick Denchfield'}]"
Dance is for everyone,"Dance,Alligators,Ballet,Fiction,Children's fiction,Picture books","[{'key': '/authors/OL7292482A', 'name': 'Andrea Zuill'}]"
"Crinkle, crinkle, little star","Toy and movable books,Juvenile fiction,Sky,Board books,Constellations,Stories in rhyme,Bedtime,Stars,Night,Children's fiction,Picture books","[{'key': '/authors/OL7544191A', 'name': 'Justin Krasner'}]"
Jonah and the Big Fish,"Jonah (biblical prophet),Jonah (biblical prophet), juvenile literature,Picture books,Bible stories,Toy and movable books","[{'key': '/authors/OL3690572A', 'name': 'Susan Collins Thoms'}, {'key': '/authors/OL6988099A', 'name': 'Naoko Stoop'}]"
New at the zoo 2,"Toy and movable books,Specimens,Animals,Fiction,Picture books","[{'key': '/authors/OL330743A', 'name': 'Kees Moerbeek'}]"
Elmer and friends,"Friendship,Fiction,Picture books,Elephants","[{'key': '/authors/OL9324881A', 'name': 'David McKee'}]"
Panda Pants,"parent and child,juvenile literature,Juvenile fiction,Pants,Picture books,Pandas,Children's fiction,Pandas, fiction,Clothing and dress, fiction,Fiction","[{'key': '/authors/OL768535A', 'name': 'Jacqueline Davies'}]"
The donkey who carried a king,"Juvenile literature,picture books,donkeys,Crucifixion,Christian,religious,Children's fiction","[{'key': '/authors/OL28777A', 'name': 'Sproul, R. C.'}]"
Katie Woo's Super Stylish Activity Book,"Children's fiction,Picture books,Student activities","[{'key': '/authors/OL7605077A', 'name': 'Charlie Alder'}]"
5-Minute Halloween Stories,"Children's fiction,Picture books,Halloween, fiction","[{'key': '/authors/OL7639693A', 'name': 'Disney Storybook Art Team'}]"
Fitness math,"JUVENILE NONFICTION,Picture books,Health & Daily Living,Physical fitness,Fitness & Exercise,Mathematics,Word problems (Mathematics),MATHEMATICS,Juvenile literature,Arithmetic,Mathematics, juvenile literature,Physical fitness, juvenile literature","[{'key': '/authors/OL2775841A', 'name': 'Katie Marsico'}]"
Dinosaur Book,"Dinosaurs,Dinosaurs, juvenile literature,Picture books",
Give bees a chance,"Juvenile literature,Honeybee,Bees,Bees, juvenile literature,Picture books","[{'key': '/authors/OL7015447A', 'name': 'Bethany Barton'}]"
United States coloring book,"Coloring books,Pictorial works,United states, juvenile literature,Picture books","[{'key': '/authors/OL2466450A', 'name': 'Winky Adam'}]"
Where Do We Go When We Disappear?,"Children's fiction,Picture books","[{'key': '/authors/OL7227182A', 'name': 'Isabel Minhós Martins'}, {'key': '/authors/OL7606942A', 'name': 'Madalena Matoso'}]"
Cuauhtémoc,"Formas,Shapes,Bilingual,Spanish language materials,Juvenile literature,Literatura juvenil,Size and shape,Spanish language,Spanish language, juvenile literature,Picture books","[{'key': '/authors/OL7523830A', 'name': 'Patty Rodríguez'}]"
Evolution for babies,"Evolution,Juvenile literature,Evolution, juvenile literature,Picture books","[{'key': '/authors/OL7525354A', 'name': 'Chris Ferrie'}]"
Adventure time,"Natural disasters,Motorcycle clubs,Adventure and adventurers,Graphic novels,Practical jokes,Fiction,Children's fiction,Adventure and adventurers, fiction,Cartoons and comics,Picture books","[{'key': '/authors/OL7530746A', 'name': 'Jeremy Sorese'}]"
Big Rabbit's bad mood,"Animals,Mood (Psychology),Fiction,Rabbits,Friendship,Picture books,Juvenile fiction,Translations into English,French fiction,Children's fiction,Friendship, fiction,Rabbits, fiction,Animals, fiction","[{'key': '/authors/OL3915806A', 'name': 'Ramona Badescu'}]"
Things That Go,"Vehicles,Vehicles, juvenile literature,Picture books","[{'key': '/authors/OL8096542A', 'name': 'Neiko Ng'}]"
Disney Pixar Inside Out Disgust,"Emotions, fiction,Picture books,Children's fiction","[{'key': '/authors/OL7295034A', 'name': 'Brittany Candau'}, {'key': '/authors/OL8221724A', 'name': 'Jerrod Maruyama'}]"
Kids Meet Snakes An Exciting Reptilian And Educational Experience Awaits You When You Meet The Snakes,"Snakes,Snakes, juvenile literature,Picture books","[{'key': '/authors/OL3029884A', 'name': 'Meredith Jordan'}]"
Coming and going,"Animal migration,Juvenile literature,Pictorial works,Animals, migration,Animal migration, juvenile literature,Picture books","[{'key': '/authors/OL7227182A', 'name': 'Isabel Minhós Martins'}]"
Milkweed days,"Milkweeds,Summer,Fiction,Children's fiction,Picture books,Play, fiction","[{'key': '/authors/OL18722A', 'name': 'Jane Yolen'}]"
"Brick, who found herself in architecture","Bricks,Achievement motivation,Fiction,Historic buildings,Voyages and travels,Children's fiction,Architecture, fiction,Picture books","[{'key': '/authors/OL7491722A', 'name': 'Joshua David Stein'}]"
The rabbits,"Picture books,Social Issues - General,Environmental degradation,Children's Books/Ages 4-8 Fiction,Juvenile Fiction,Nature,Children: Grades 4-6,Fiction,Animals - Rabbits,Juvenile Fiction / Ethnic / Native American,General,Allegories,Effect of human beings on,Children's fiction,Rabbits, fiction","[{'key': '/authors/OL37024A', 'name': 'John Marsden'}]"
Silly sea stories,"Marine animals,Cartoon and comics,Comic books, strips,Children's fiction,Spongebob squarepants (fictitious character), fiction,Cartoons and comics,Picture books","[{'key': '/authors/OL3130847A', 'name': 'Stephen Hillenburg'}]"
Maisy Goes to a Wedding,"Children's fiction,Maisy (fictitious character : cousins), fiction,Picture books","[{'key': '/authors/OL10522164A', 'name': 'Lucy Cousins'}]"
Night Before Christmas,"Children's fiction,Christmas, fiction,Picture books","[{'key': '/authors/OL3500970A', 'name': 'Adam Hargreaves'}, {'key': '/authors/OL7821116A', 'name': 'Roger Hargreaves'}]"
Astronomy and Space Picture Book,"Astronomy,Astronomy, juvenile literature,Outer space,Outer space, juvenile literature,Picture books","[{'key': '/authors/OL3568060A', 'name': 'Emily Bone'}, {'key': '/authors/OL7171522A', 'name': 'Hazel Maskell'}]"
Smoothie,"Bing (Fictitious character),Juvenile fiction,Smoothies (Beverages),Children's fiction,Picture books","[{'key': '/authors/OL386782A', 'name': 'Ted Dewan'}]"
Mog and the Granny,"Children's fiction,Cats, fiction,Juvenile fiction,Cats,Grandmothers,Fiction,Picture books","[{'key': '/authors/OL201255A', 'name': 'Judith Kerr'}]"
My Teacher Is A Monster No I Am Not,"Children's fiction,Teachers, fiction,Monsters, fiction,Schools, fiction,Picture books,Schools,Juvenile fiction,Teachers,Monsters,Lehrer,Ungeheuer","[{'key': '/authors/OL5704800A', 'name': 'PETER BROWN'}]"
Baby's first teddies and toys,"Teddy bears,Pictorial works,Juvenile literature,Toys,Children's picture books,Toys, juvenile literature,Picture books,Picture books for children","[{'key': '/authors/OL8031620A', 'name': 'Ladybird Books Staff'}]"
Colour Thief,"Children's fiction,Depression, mental, fiction,Picture books,Depression in men,Juvenile fiction,Mentally ill,Family relationships,Father and child","[{'key': '/authors/OL3090771A', 'name': 'Andrew Fusek Peters'}, {'key': '/authors/OL3149200A', 'name': 'Polly Peters'}, {'key': '/authors/OL2829416A', 'name': 'Karin Littlewood'}]"
Mum Goes to Work,"Children's fiction,Mothers, fiction,Picture books","[{'key': '/authors/OL292465A', 'name': 'Libby Gleeson'}, {'key': '/authors/OL7483629A', 'name': 'Leila Rudge'}]"
Cowboy,"Cowboys,Cowboys, juvenile literature,West (u.s.),West (u.s.), juvenile literature,Picture books,Picture books for children,Pictorial works,Juvenile literature","[{'key': '/authors/OL3014548A', 'name': 'Meg Clibbon'}]"
Grandma's House,"Children's fiction,Grandparents, fiction,Toy and movable books,Grandmothers,Juvenile fiction,Dwellings,Specimens,Picture books","[{'key': '/authors/OL3793739A', 'name': 'Alice Melvin'}]"
A day at the fire station,"Fire stations,Pictorial works,Juvenile fiction,Fire departments,Children's picture book,Fiction,Animals,Children's fiction,Picture books,Fire departments, fiction","[{'key': '/authors/OL7983937A', 'name': 'Richard Scarry'}]"
Big Picture Book of Long Ago,"Social history,History, juvenile literature,Picture books,Pictorial works,Juvenile literature","[{'key': '/authors/OL8067257A', 'name': 'Sam Baer'}, {'key': '/authors/OL7315152A', 'name': 'Laura Cowan'}, {'key': '/authors/OL8089021A', 'name': 'Wesley Robins'}]"
Storytime - Hello Mr Moon,"Stories in rhyme,Children's fiction,Picture books","[{'key': '/authors/OL8117305A', 'name': 'Lorna Gutierrez'}, {'key': '/authors/OL7459717A', 'name': 'Laura Watkins'}]"
Why the Kangaroo Jumps,"Kangaroos,Animals, juvenile literature,Picture books","[{'key': '/authors/OL8614757A', 'name': 'Lloyd Rob JONES'}]"
Sit Still Elmo,"Children's fiction,Elmo (fictitious character : henson), fiction,Toy and movable books,Picture books,Pictorial works,Juvenile fiction","[{'key': '/authors/OL8031620A', 'name': 'Ladybird Books Staff'}]"
Little Grey Rabbit's Year of Stories,"Children's fiction,Rabbits, fiction,Picture books,Little Grey Rabbit (Fictitious character),Animals,Juvenile fiction,Rabbits,Pictorial works,Children's stories, English","[{'key': '/authors/OL2265484A', 'name': 'Alison Uttley'}, {'key': '/authors/OL2165882A', 'name': 'Margaret Tempest'}]"
Enormous Turnip (First Favourite Tales),"Turnips,Pictorial works,Juvenile fiction,Fairy tales,Picture books for children,Picture books","[{'key': '/authors/OL2796164A', 'name': 'Ladybird'}]"
"Splish, Splash, Ducky!","Children's fiction,Ducks, fiction,Picture books","[{'key': '/authors/OL10522164A', 'name': 'Lucy Cousins'}]"
Oxford Reading Tree Read with Biff Chip and Kipper First Experiences,"Children's fiction,Railroads, fiction,Readers,Picture books,Juvenile fiction,Railroad travel,Readers (Elementary),Children's stories","[{'key': '/authors/OL2667343A', 'name': 'Annemarie Young'}]"
Make It Grow,"Color,Color, juvenile literature,Ecology,Ecology, juvenile literature,Picture books,Toy and movable books","[{'key': '/authors/OL628226A', 'name': 'Debbie Powell'}]"
Igglepiggle's Birthday Surprise,"Children's fiction,Picture books","[{'key': '/authors/OL8049582A', 'name': 'In the Night Garden Staff'}]"
Words (My First),"Vocabulary,Vocabulary, juvenile literature,Picture books,Toy and movable books","[{'key': '/authors/OL7608840A', 'name': 'Aino-Maija Metsola'}]"
Little Seal,"Children's fiction,Picture books","[{'key': '/authors/OL838744A', 'name': 'Benedict Blathwayt'}]"
Dr. Fourth,"Children's fiction,Picture books","[{'key': '/authors/OL3500970A', 'name': 'Adam Hargreaves'}, {'key': '/authors/OL8092412A', 'name': ""BBC Children's Books Staff""}]"
